timestamp,price
2025-05-14 00:00:00,2676.639163127913
2025-05-15 00:00:00,2603.7180887199615
2025-05-16 00:00:00,2542.296692466797
2025-05-17 00:00:00,2544.3870377235667
2025-05-18 00:00:00,2475.0543933696913
2025-05-19 00:00:00,2465.3409856139087
2025-05-20 00:00:00,2526.989643891319
2025-05-21 00:00:00,2524.2743433146065
2025-05-22 00:00:00,2558.9502343769486
2025-05-23 00:00:00,2657.1674447566115
2025-05-24 00:00:00,2519.813809045145
2025-05-25 00:00:00,2529.4429842284353
2025-05-26 00:00:00,2546.6201163370915
2025-05-27 00:00:00,2562.1729286392238
2025-05-28 00:00:00,2662.0940568241435
2025-05-29 00:00:00,2676.2674124507
2025-05-30 00:00:00,2633.1392065286695
2025-05-31 00:00:00,2524.4762348050726
2025-06-01 00:00:00,2532.3627853090866
2025-06-02 00:00:00,2538.3300584367485
2025-06-03 00:00:00,2609.737253959435
2025-06-04 00:00:00,2595.4689570062997
2025-06-05 00:00:00,2610.343189828259
2025-06-06 00:00:00,2421.601103763502
2025-06-07 00:00:00,2481.4039836690267
2025-06-08 00:00:00,2526.291995889778
2025-06-09 00:00:00,2508.784123584585
2025-06-10 00:00:00,2685.0001850413178
2025-06-11 00:00:00,2808.503208314919
2025-06-12 00:00:00,2776.1371915822333
2025-06-13 00:00:00,2653.158968452672
2025-06-14 00:00:00,2577.04861752583
2025-06-15 00:00:00,2534.0702195359518
2025-06-16 00:00:00,2547.8456040920437
2025-06-17 00:00:00,2561.329843569428
2025-06-18 00:00:00,2514.986700576147
2025-06-19 00:00:00,2521.3334233964915
2025-06-20 00:00:00,2522.1791903642184
2025-06-21 00:00:00,2405.695434213183
2025-06-22 00:00:00,2270.581996055585
2025-06-23 00:00:00,2227.4287266371684
2025-06-24 00:00:00,2423.899644268608
2025-06-25 00:00:00,2446.539301545049
2025-06-26 00:00:00,2417.2267855277296
2025-06-27 00:00:00,2415.031864876594
2025-06-28 00:00:00,2423.0302896731746
2025-06-29 00:00:00,2437.133001780241
